0,1,2,3,4,5,6,7,8,9,10,11
0.25,0.7727272727272725,0.8282828282828283,0.0,0.5775239835541343,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.4166666666666667,0.8863636363636362,0.808080808080808,0.0,0.742439470077661,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.8333333333333333,0.045454545454545414,0.595959595959596,0.0,0.4003197807217908,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.7499999999999999,0.045454545454545414,0.595959595959596,0.6666666666666666,0.36806761078117867,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.3333333333333333,0.5,0.8989898989898992,0.0,0.30301507537688444,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0.08333333333333333,0.0,0.7878787878787881,0.0,0.6466879853814527,1.0,1.0,1.0,0.0,0.0,1.0,0.0
0.7499999999999999,0.022727272727272485,0.0,0.0,0.8116034719049794,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.49999999999999994,0.0,0.14141414141414144,0.0,0.16587482868889902,1.0,1.0,1.0,1.0,0.0,1.0,0.0
0.9999999999999999,0.045454545454545414,0.010101010101010166,0.3333333333333333,0.4354042941982641,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.0,0.8409090909090908,0.6565656565656566,0.0,0.5340794883508451,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.49999999999999994,0.0,0.8383838383838382,0.2,0.5879396984924623,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.8333333333333333,0.8636363636363638,0.595959595959596,0.0,0.4649611694837826,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.5833333333333333,0.5681818181818183,0.101010101010101,0.03333333333333333,0.37240749200548195,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.08333333333333333,0.31818181818181834,0.16161616161616155,0.03333333333333333,0.42553677478300594,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.25,0.5,0.6262626262626263,0.0,0.8123343992690726,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.49999999999999994,0.022727272727272485,0.0,1.0,0.15344906349931475,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.25,0.36363636363636376,0.4242424242424243,1.0,0.6237551393330287,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.8333333333333333,0.34090909090909083,0.06060606060606055,0.0,0.7214253083599816,0.0,1.0,1.0,0.0,0.0,1.0,0.0
0.4166666666666667,0.9090909090909092,0.6565656565656566,0.0,0.9749200548195522,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.8409090909090908,0.6868686868686869,0.0,0.8048880767473732,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7499999999999999,0.06818181818181834,0.41414141414141437,0.0,0.5727729556875285,1.0,0.0,1.0,0.0,0.0,1.0,1.0
0.5833333333333333,0.06818181818181834,0.9797979797979797,0.13333333333333333,0.5293284604842393,1.0,1.0,1.0,0.0,0.0,1.0,0.0
0.5833333333333333,0.022727272727272485,0.07070707070707072,0.0,0.4811329374143445,1.0,1.0,1.0,0.0,0.0,1.0,1.0
0.16666666666666669,0.045454545454545414,0.9595959595959598,0.6666666666666666,0.6448606669712197,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.7499999999999999,0.0,0.07070707070707072,0.03333333333333333,0.23316582914572864,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.8333333333333333,0.022727272727272485,0.6666666666666665,1.0,0.07587939698492463,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.16666666666666669,0.75,0.4242424242424243,0.0,0.6540429419826405,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7499999999999999,0.022727272727272485,0.09090909090909083,0.0,0.2629968021927821,1.0,1.0,1.0,0.0,1.0,0.0,0.0
0.9999999999999999,0.0,0.04040404040404044,0.13333333333333333,0.4614892645043399,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.5833333333333333,0.25,0.11111111111111116,0.03333333333333333,0.6983097304705345,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.3333333333333333,0.7045454545454546,0.5353535353535355,0.0,0.9686158063042485,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3333333333333333,0.8181818181818183,0.6666666666666665,1.0,0.5748286888990406,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.08333333333333333,0.8863636363636362,0.0,0.26666666666666666,0.04010963910461398,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3333333333333333,0.0,0.05050505050505061,0.9333333333333333,0.5121059844677934,0.0,1.0,1.0,0.0,1.0,0.0,1.0
